Customer_ID,Age,Shade,Purchase_Date,Price_NPR,Brand
2933,23,Burgundy,2024-09-08,700,Revlon
2934,28,Burgundy,2024-06-05,900,Schwarzkopf
2935,18,Burgundy,2024-02-16,700,Schwarzkopf
2936,20,Blue Black,2024-05-27,800,Streax
2937,27,Burgundy,2023-02-11,650,Schwarzkopf
2938,16,Mahogany,2023-02-16,650,Revlon
2939,22,Burgundy,2023-02-09,900,BBlunt
2940,20,Blonde,2023-05-21,750,Schwarzkopf
2941,23,Dark Brown,2024-12-31,900,Schwarzkopf
2942,28,Dark Brown,2023-12-08,800,Godrej
2943,23,Ash Brown,2025-04-03,900,L’Oreal
2944,24,Blonde,2024-04-30,650,Godrej
2945,22,Blue Black,2024-06-15,900,BBlunt
2946,26,Burgundy,2024-04-12,750,Revlon
2947,16,Burgundy,2023-06-02,650,Revlon
2948,28,Mahogany,2024-09-12,750,Godrej
2949,18,Red Wine,2024-06-11,900,Garnier
2950,23,Burgundy,2023-05-24,650,Godrej
2951,18,Copper,2023-12-02,600,Garnier
2952,23,Blonde,2024-09-19,850,Streax
2953,16,Blue Black,2023-11-23,750,Godrej
2954,20,Dark Brown,2023-06-16,850,Garnier
2955,19,Ash Brown,2024-02-07,600,Garnier
2956,20,Burgundy,2024-09-23,600,Schwarzkopf
2957,23,Ash Brown,2025-01-27,600,Streax
2958,25,Burgundy,2025-05-12,600,Schwarzkopf
2959,19,Blue Black,2023-11-03,550,Garnier
2960,26,Red Wine,2024-08-30,850,Garnier
2961,19,Blonde,2023-12-11,900,L’Oreal
2962,18,Dark Brown,2024-06-03,800,Garnier
2963,22,Blue Black,2025-04-28,900,Schwarzkopf
2964,18,Ash Brown,2024-06-05,900,Garnier
2965,27,Burgundy,2024-06-29,850,Revlon
2966,18,Ash Brown,2024-05-16,900,L’Oreal
2967,26,Blonde,2024-12-26,700,Garnier
2968,25,Copper,2024-07-30,550,Schwarzkopf
2969,20,Dark Brown,2023-11-03,900,Schwarzkopf
2970,20,Blue Black,2024-05-01,650,BBlunt
2971,21,Ash Brown,2025-04-15,900,Schwarzkopf
2972,23,Ash Brown,2023-01-18,650,L’Oreal
2973,25,Blonde,2024-01-13,800,Schwarzkopf
2974,21,Copper,2023-12-06,700,Revlon
2975,27,Burgundy,2024-11-20,700,Godrej
2976,16,Copper,2023-04-23,700,Revlon
2977,23,Ash Brown,2024-03-02,600,Streax
2978,23,Blonde,2024-08-20,550,Revlon
2979,24,Burgundy,2023-11-12,900,L’Oreal
2980,24,Copper,2025-03-26,650,L’Oreal
2981,17,Dark Brown,2025-01-12,550,BBlunt
2982,17,Copper,2024-12-05,550,Schwarzkopf
2983,18,Dark Brown,2024-10-06,550,BBlunt
2984,16,Copper,2023-01-28,700,L’Oreal
2985,19,Red Wine,2024-09-03,800,Schwarzkopf
2986,19,Burgundy,2024-04-30,800,L’Oreal
2987,24,Copper,2023-09-29,700,L’Oreal
2988,24,Red Wine,2024-11-02,650,Godrej
2989,24,Blue Black,2025-03-12,650,Revlon
2990,25,Blonde,2025-03-05,650,BBlunt
2991,22,Copper,2024-08-15,900,BBlunt
2992,17,Dark Brown,2024-08-14,800,Garnier
2993,25,Burgundy,2023-08-22,900,Streax
2994,20,Dark Brown,2025-01-08,800,Godrej
2995,19,Red Wine,2023-02-22,550,L’Oreal
2996,27,Red Wine,2024-08-20,700,L’Oreal
2997,26,Blue Black,2024-05-06,600,Godrej
2998,23,Dark Brown,2023-06-24,550,Schwarzkopf
2999,17,Mahogany,2024-06-20,750,BBlunt
3000,21,Blonde,2024-10-06,900,L’Oreal
3001,28,Dark Brown,2025-01-08,800,Streax
3002,20,Mahogany,2024-09-26,550,Garnier
3003,27,Burgundy,2025-03-04,700,BBlunt
3004,17,Blonde,2025-05-11,750,Revlon
3005,26,Dark Brown,2024-01-25,850,Streax
3006,25,Blue Black,2023-06-01,900,Godrej
3007,16,Burgundy,2025-04-21,550,BBlunt
3008,23,Blonde,2024-11-28,700,Revlon
3009,17,Dark Brown,2023-09-06,700,Garnier
3010,22,Dark Brown,2023-02-02,800,Schwarzkopf
3011,24,Blonde,2024-08-09,600,Godrej
3012,24,Mahogany,2024-12-18,550,Schwarzkopf
3013,23,Burgundy,2023-04-23,700,Streax
3014,26,Blue Black,2023-07-15,900,L’Oreal
3015,27,Blue Black,2023-01-20,650,Schwarzkopf
3016,25,Burgundy,2024-03-27,700,L’Oreal
3017,24,Burgundy,2023-11-18,600,Streax
3018,17,Red Wine,2024-03-04,700,Revlon
3019,21,Ash Brown,2023-06-05,800,BBlunt
3020,19,Dark Brown,2024-02-27,850,Garnier
3021,19,Mahogany,2024-12-08,550,Revlon
3022,20,Burgundy,2023-07-28,800,Garnier
3023,27,Burgundy,2024-02-25,550,Schwarzkopf
3024,18,Ash Brown,2024-05-28,750,Garnier
3025,16,Ash Brown,2025-03-04,550,Schwarzkopf
3026,23,Blonde,2024-09-18,750,Garnier
3027,20,Copper,2024-04-27,800,Godrej
3028,18,Blue Black,2025-05-18,650,Revlon
3029,25,Mahogany,2025-01-23,900,Godrej
3030,22,Blonde,2025-01-14,600,BBlunt
3031,22,Burgundy,2023-03-05,650,BBlunt
3032,16,Dark Brown,2024-12-23,900,L’Oreal
3033,27,Ash Brown,2023-05-22,750,L’Oreal
3034,24,Red Wine,2024-06-15,700,L’Oreal
3035,17,Blue Black,2023-08-01,700,Streax
3036,20,Blonde,2024-07-28,650,BBlunt
3037,28,Red Wine,2023-11-29,700,Garnier
3038,20,Blue Black,2024-11-09,750,Schwarzkopf
3039,23,Copper,2024-05-04,800,Streax
3040,23,Copper,2024-06-22,600,Garnier
3041,22,Red Wine,2024-01-21,850,Revlon
3042,22,Ash Brown,2023-11-18,550,BBlunt
3043,27,Blonde,2023-06-27,750,Schwarzkopf
3044,26,Blonde,2024-04-15,900,Schwarzkopf
3045,21,Copper,2024-06-29,850,Schwarzkopf
3046,21,Blue Black,2023-12-17,750,L’Oreal
3047,26,Red Wine,2024-07-13,550,Schwarzkopf
3048,24,Ash Brown,2023-12-29,550,Schwarzkopf
3049,21,Burgundy,2024-11-23,600,BBlunt
3050,27,Blonde,2025-03-01,600,Garnier
3051,28,Dark Brown,2025-01-08,600,Streax
3052,28,Burgundy,2024-11-28,700,Streax
3053,17,Ash Brown,2024-10-20,900,Garnier
3054,17,Copper,2025-04-02,900,Godrej
3055,28,Dark Brown,2024-12-10,750,Godrej
3056,20,Blonde,2023-09-28,800,Revlon
3057,19,Blonde,2024-09-16,550,BBlunt
3058,26,Red Wine,2024-05-10,750,Godrej
3059,17,Dark Brown,2023-07-16,850,Godrej
3060,18,Burgundy,2023-09-10,750,BBlunt
3061,22,Copper,2023-10-13,900,Garnier
3062,23,Red Wine,2024-07-25,600,Revlon
3063,27,Mahogany,2023-11-02,600,Revlon
3064,28,Burgundy,2023-08-19,750,Revlon
3065,21,Burgundy,2023-11-01,900,Godrej
3066,26,Mahogany,2025-02-28,900,Garnier
3067,20,Ash Brown,2023-10-23,900,Revlon
3068,28,Dark Brown,2024-12-22,600,BBlunt
3069,16,Dark Brown,2023-08-01,900,Revlon
3070,23,Ash Brown,2024-12-07,700,Streax
3071,18,Blonde,2024-12-22,550,L’Oreal
3072,21,Blue Black,2024-05-15,850,Garnier
3073,18,Red Wine,2023-11-21,900,L’Oreal
3074,22,Blue Black,2024-05-06,750,Garnier
3075,28,Blonde,2023-12-24,550,Schwarzkopf
3076,22,Dark Brown,2024-07-27,700,BBlunt
3077,27,Blue Black,2025-03-25,850,Schwarzkopf
3078,24,Burgundy,2025-01-08,600,Godrej
3079,20,Burgundy,2023-10-08,650,Godrej
3080,23,Mahogany,2023-10-22,700,Schwarzkopf
3081,25,Mahogany,2023-05-05,650,Garnier
3082,25,Blonde,2024-08-10,550,Revlon
3083,23,Blonde,2024-11-23,750,L’Oreal
3084,16,Copper,2024-07-10,850,BBlunt
3085,27,Blonde,2024-01-24,600,Revlon
3086,20,Burgundy,2024-02-09,850,Godrej
3087,18,Blue Black,2025-04-18,700,Revlon
3088,16,Red Wine,2023-12-20,600,Schwarzkopf
3089,19,Copper,2025-03-02,650,Schwarzkopf
3090,23,Copper,2025-04-03,650,Streax
3091,18,Dark Brown,2023-05-30,800,Streax
3092,25,Copper,2023-10-25,850,L’Oreal
3093,17,Blonde,2023-02-13,900,Godrej
3094,26,Blonde,2023-10-22,750,Garnier
3095,24,Burgundy,2025-01-01,900,BBlunt
3096,25,Red Wine,2023-03-22,650,Schwarzkopf
3097,20,Burgundy,2023-12-21,750,BBlunt
3098,22,Red Wine,2024-03-28,800,Godrej
3099,26,Burgundy,2024-11-02,700,Garnier
3100,26,Blue Black,2023-09-20,800,Streax
3101,17,Dark Brown,2025-02-04,750,Schwarzkopf
3102,24,Blonde,2024-05-05,650,L’Oreal
3103,28,Ash Brown,2023-08-08,550,BBlunt
3104,24,Ash Brown,2023-07-26,750,Godrej
3105,19,Dark Brown,2025-04-27,600,BBlunt
3106,19,Blonde,2024-07-05,900,Streax
3107,21,Copper,2023-10-05,550,Streax
3108,25,Blonde,2024-07-29,850,Garnier
3109,25,Blonde,2024-12-13,750,L’Oreal
3110,25,Dark Brown,2023-10-06,600,Streax
3111,21,Blonde,2023-05-21,900,Garnier
3112,27,Copper,2023-04-22,850,Streax
3113,16,Red Wine,2024-09-22,800,Schwarzkopf
3114,24,Dark Brown,2025-01-28,550,Revlon
3115,17,Blue Black,2024-08-23,750,Garnier
3116,20,Ash Brown,2023-09-03,700,Garnier
3117,24,Dark Brown,2023-09-06,800,BBlunt
3118,19,Mahogany,2023-02-21,600,Streax
3119,26,Ash Brown,2024-11-16,700,Garnier
3120,18,Ash Brown,2024-06-27,650,Godrej
3121,22,Copper,2023-08-20,800,Schwarzkopf
3122,21,Burgundy,2024-10-15,900,BBlunt
3123,23,Blonde,2023-08-27,800,BBlunt
3124,18,Blonde,2023-02-23,900,Revlon
3125,20,Blonde,2023-04-13,750,Schwarzkopf
3126,25,Burgundy,2024-02-28,750,Godrej
3127,19,Copper,2023-12-05,600,Schwarzkopf
3128,28,Dark Brown,2025-01-04,800,Garnier
3129,19,Blue Black,2024-04-28,750,Revlon
3130,19,Blue Black,2023-04-13,650,Godrej
3131,25,Copper,2024-11-28,900,Revlon
3132,23,Mahogany,2025-02-28,850,Schwarzkopf
3133,21,Blue Black,2023-05-21,850,L’Oreal
3134,18,Copper,2023-01-06,850,Schwarzkopf
3135,25,Dark Brown,2024-07-17,750,Garnier
3136,20,Blue Black,2023-06-11,800,Revlon
3137,21,Blonde,2024-02-21,850,L’Oreal
3138,20,Red Wine,2024-10-30,550,Garnier
3139,21,Copper,2024-05-02,700,Revlon
3140,23,Ash Brown,2024-05-03,800,Revlon
3141,22,Blue Black,2024-10-28,900,Schwarzkopf
3142,20,Blue Black,2023-07-24,650,Streax
3143,25,Burgundy,2025-02-13,800,Revlon
3144,21,Mahogany,2023-10-22,650,Revlon
3145,19,Red Wine,2023-11-25,800,BBlunt
3146,27,Dark Brown,2023-10-20,850,Streax
3147,24,Burgundy,2024-10-23,700,Revlon
3148,28,Blonde,2023-03-02,700,Schwarzkopf
3149,19,Ash Brown,2025-02-26,650,BBlunt
3150,16,Mahogany,2023-04-02,800,BBlunt
3151,22,Burgundy,2024-10-29,700,L’Oreal
3152,22,Copper,2024-08-10,600,Garnier
3153,19,Blue Black,2023-08-26,800,BBlunt
3154,28,Blue Black,2024-07-01,700,Godrej
3155,18,Mahogany,2025-01-26,550,BBlunt
3156,23,Blue Black,2025-01-10,550,Godrej
3157,20,Copper,2025-05-20,600,Streax
3158,25,Burgundy,2023-02-08,700,L’Oreal
3159,22,Burgundy,2023-06-29,550,Godrej
3160,19,Blue Black,2024-03-03,850,L’Oreal
3161,19,Blue Black,2025-05-07,800,L’Oreal
3162,23,Blonde,2023-06-30,750,L’Oreal
3163,23,Ash Brown,2023-02-07,700,Godrej
3164,17,Dark Brown,2025-05-06,900,Godrej
3165,17,Mahogany,2024-02-11,600,L’Oreal
3166,18,Burgundy,2025-03-17,700,Streax
3167,27,Mahogany,2024-05-22,650,L’Oreal
3168,27,Blonde,2023-07-10,650,Streax
3169,18,Burgundy,2025-02-05,550,Garnier
3170,16,Blonde,2023-10-24,900,Streax
3171,18,Blonde,2023-02-08,650,Streax
3172,21,Red Wine,2023-01-10,600,Streax
3173,23,Blue Black,2023-11-02,900,L’Oreal
3174,28,Copper,2024-08-04,550,Revlon
3175,27,Red Wine,2024-09-09,600,Garnier
3176,25,Dark Brown,2023-04-20,800,Garnier
3177,21,Mahogany,2023-12-10,600,Garnier
3178,20,Copper,2023-10-19,650,Revlon
3179,19,Mahogany,2024-04-10,800,Garnier
3180,18,Blue Black,2024-10-18,650,Garnier
3181,28,Copper,2024-07-10,600,Godrej
3182,19,Red Wine,2024-06-20,650,Schwarzkopf
3183,22,Mahogany,2024-05-20,900,Godrej
3184,16,Red Wine,2023-05-18,650,L’Oreal
3185,22,Blue Black,2025-05-21,650,L’Oreal
3186,16,Copper,2024-05-31,700,Streax
3187,17,Copper,2024-04-24,800,BBlunt
3188,19,Burgundy,2023-10-07,900,Schwarzkopf
3189,16,Blonde,2023-07-17,800,Revlon
3190,26,Blonde,2025-04-08,850,Godrej
3191,27,Red Wine,2023-04-26,800,L’Oreal
3192,26,Copper,2023-12-05,850,Revlon
3193,26,Mahogany,2023-06-16,600,Garnier
3194,24,Red Wine,2025-01-18,850,Revlon
3195,27,Red Wine,2024-04-14,850,Godrej
3196,21,Ash Brown,2024-10-25,750,Schwarzkopf
3197,28,Dark Brown,2023-09-21,600,BBlunt
3198,16,Copper,2025-01-05,800,Streax
3199,16,Blonde,2023-07-10,550,Godrej
3200,21,Copper,2023-01-15,650,Streax
3201,19,Blue Black,2025-01-24,650,Schwarzkopf
3202,19,Red Wine,2023-12-12,750,L’Oreal
3203,26,Ash Brown,2025-03-20,550,Streax
3204,21,Ash Brown,2023-10-30,700,L’Oreal
3205,27,Blonde,2024-08-04,850,Revlon
3206,26,Blonde,2024-11-21,900,Godrej
3207,22,Blonde,2025-02-14,600,L’Oreal
3208,24,Blue Black,2023-07-17,700,Garnier
3209,25,Ash Brown,2023-06-29,550,Garnier
3210,20,Mahogany,2024-09-17,750,BBlunt
3211,24,Blue Black,2025-05-26,550,Revlon
3212,19,Burgundy,2024-10-16,750,L’Oreal
3213,28,Dark Brown,2024-02-20,700,BBlunt
3214,25,Dark Brown,2025-04-26,700,Garnier
3215,17,Red Wine,2024-03-13,900,BBlunt
3216,18,Dark Brown,2024-06-11,550,BBlunt
3217,28,Blonde,2023-12-02,550,L’Oreal
3218,26,Ash Brown,2023-03-30,850,L’Oreal
3219,16,Dark Brown,2024-02-15,650,L’Oreal
3220,21,Red Wine,2024-11-16,750,Revlon
3221,28,Dark Brown,2023-04-08,650,Streax
3222,21,Copper,2023-07-09,600,BBlunt
3223,16,Blue Black,2023-05-24,600,BBlunt
3224,26,Burgundy,2024-05-03,550,Revlon
3225,28,Copper,2023-11-28,700,Garnier
3226,18,Blue Black,2023-09-12,600,Godrej
3227,20,Blue Black,2023-01-07,600,Streax
3228,18,Mahogany,2023-09-25,900,Garnier
3229,25,Dark Brown,2024-01-28,650,Revlon
3230,18,Red Wine,2023-08-30,900,Streax
3231,25,Mahogany,2024-04-02,650,Streax
3232,18,Blue Black,2025-02-10,850,BBlunt
3233,20,Dark Brown,2023-10-01,900,BBlunt
3234,28,Burgundy,2023-12-04,850,L’Oreal
3235,20,Ash Brown,2023-11-06,600,L’Oreal
3236,19,Ash Brown,2024-08-19,550,BBlunt
3237,16,Dark Brown,2025-01-10,650,BBlunt
3238,20,Copper,2024-08-09,600,Schwarzkopf
3239,25,Red Wine,2023-01-12,700,Streax
3240,20,Blonde,2023-09-25,650,L’Oreal
3241,19,Blonde,2024-10-31,600,L’Oreal
3242,21,Ash Brown,2024-01-04,850,Garnier
3243,25,Blue Black,2024-12-10,900,BBlunt
3244,19,Blue Black,2023-08-30,750,Streax
3245,22,Mahogany,2023-03-05,650,BBlunt
3246,22,Dark Brown,2024-11-14,750,Revlon
3247,17,Red Wine,2023-05-02,650,Garnier
3248,18,Dark Brown,2024-04-21,650,Godrej
3249,16,Dark Brown,2023-11-11,900,Godrej
3250,23,Mahogany,2023-06-13,850,Godrej
3251,24,Blonde,2024-02-20,800,Streax
3252,19,Dark Brown,2024-12-03,800,Schwarzkopf
3253,21,Ash Brown,2024-05-29,750,L’Oreal
3254,24,Copper,2024-12-21,550,Streax
3255,21,Dark Brown,2025-02-27,600,Godrej
3256,27,Blue Black,2023-11-15,550,Revlon
3257,27,Dark Brown,2024-12-07,550,Streax
3258,27,Ash Brown,2023-05-01,800,Streax
3259,24,Burgundy,2024-10-16,600,L’Oreal
3260,19,Ash Brown,2023-10-30,800,L’Oreal
3261,23,Burgundy,2024-01-12,900,Godrej
3262,24,Mahogany,2024-09-21,900,L’Oreal
3263,19,Mahogany,2023-08-15,800,Garnier
3264,20,Blonde,2023-08-13,850,Garnier
3265,23,Ash Brown,2023-05-17,800,Godrej
3266,27,Ash Brown,2024-05-04,700,Streax
3267,25,Burgundy,2023-06-06,550,Revlon
3268,21,Mahogany,2024-04-10,850,L’Oreal
3269,27,Burgundy,2025-02-04,850,BBlunt
3270,22,Mahogany,2024-09-12,550,Streax
3271,18,Burgundy,2024-01-18,850,Godrej
3272,22,Mahogany,2024-03-01,550,Schwarzkopf
3273,27,Burgundy,2024-12-19,700,L’Oreal
3274,23,Copper,2024-07-16,650,Godrej
3275,25,Mahogany,2024-04-27,850,Godrej
3276,21,Red Wine,2025-02-14,750,Revlon
3277,25,Burgundy,2024-07-04,750,BBlunt
3278,24,Ash Brown,2025-04-01,700,L’Oreal
3279,28,Blonde,2024-11-11,550,Godrej
3280,21,Red Wine,2025-04-25,750,Godrej
3281,27,Red Wine,2023-08-12,700,Streax
3282,24,Burgundy,2025-02-19,800,L’Oreal
3283,28,Blonde,2023-09-11,600,Godrej
3284,19,Ash Brown,2024-11-27,750,Godrej
3285,23,Red Wine,2025-02-11,900,Godrej
3286,26,Ash Brown,2024-09-02,600,Garnier
3287,19,Mahogany,2025-03-17,900,Garnier
3288,17,Dark Brown,2023-03-25,550,BBlunt
3289,25,Copper,2024-06-22,750,Revlon
3290,26,Dark Brown,2024-04-02,700,Streax
3291,24,Dark Brown,2024-06-24,650,Streax
3292,20,Blonde,2024-12-21,750,L’Oreal
3293,19,Copper,2024-01-06,750,Revlon
3294,17,Blue Black,2023-03-21,750,Revlon
3295,16,Mahogany,2024-07-31,750,Streax
3296,26,Blonde,2023-04-25,900,Garnier
3297,22,Burgundy,2023-03-05,700,BBlunt
3298,21,Copper,2025-04-28,700,Revlon
3299,17,Burgundy,2024-07-14,900,Streax
3300,23,Ash Brown,2024-06-01,650,Revlon
3301,26,Dark Brown,2023-07-27,700,Godrej
3302,19,Red Wine,2024-08-09,700,L’Oreal
3303,23,Copper,2024-07-03,550,BBlunt
3304,22,Blue Black,2023-06-03,850,Streax
3305,20,Burgundy,2023-06-18,550,L’Oreal
3306,25,Blonde,2023-12-02,850,Garnier
3307,25,Copper,2025-05-24,600,Revlon
3308,27,Copper,2024-06-16,650,Revlon
3309,23,Red Wine,2024-03-28,850,Schwarzkopf
3310,24,Red Wine,2023-04-30,550,L’Oreal
3311,20,Blonde,2024-11-27,650,Garnier
3312,25,Red Wine,2023-07-30,650,Streax
3313,20,Burgundy,2025-01-04,750,Schwarzkopf
3314,17,Blonde,2024-08-20,800,Schwarzkopf
3315,20,Dark Brown,2024-05-15,800,Godrej
3316,18,Blonde,2023-04-04,800,Schwarzkopf
3317,22,Ash Brown,2024-06-06,650,Schwarzkopf
3318,25,Blue Black,2024-04-01,750,Godrej
3319,20,Copper,2025-04-08,600,Revlon
3320,23,Ash Brown,2023-02-26,600,Revlon
3321,16,Blue Black,2024-04-09,800,BBlunt
3322,18,Blonde,2023-05-16,600,Schwarzkopf
3323,18,Copper,2024-06-09,750,L’Oreal
3324,24,Red Wine,2024-03-01,800,Revlon
3325,20,Blue Black,2024-04-12,850,Garnier
3326,27,Blonde,2024-07-31,850,Streax
3327,24,Blonde,2023-03-01,750,L’Oreal
3328,28,Ash Brown,2024-07-26,900,BBlunt
3329,24,Ash Brown,2024-04-18,600,Schwarzkopf
3330,16,Red Wine,2024-11-19,800,Godrej
3331,17,Dark Brown,2025-04-06,850,BBlunt
3332,20,Mahogany,2023-11-12,750,L’Oreal
3333,19,Burgundy,2025-01-10,700,Godrej
3334,25,Mahogany,2023-01-23,850,Garnier
3335,24,Mahogany,2024-02-10,700,Godrej
3336,22,Copper,2023-09-18,750,Godrej
3337,21,Dark Brown,2025-04-16,750,Garnier
3338,22,Copper,2023-01-04,550,Revlon
3339,16,Red Wine,2025-02-02,850,Revlon
3340,16,Copper,2023-08-12,550,Godrej
3341,23,Blue Black,2024-08-15,650,Streax
3342,28,Red Wine,2023-03-16,850,Godrej
3343,28,Red Wine,2023-02-16,800,BBlunt
3344,17,Blonde,2024-03-09,650,Streax
3345,27,Blonde,2023-12-19,650,Revlon
3346,25,Blonde,2024-12-18,600,Garnier
3347,26,Burgundy,2023-03-07,700,Schwarzkopf
3348,24,Blue Black,2024-07-08,600,Schwarzkopf
3349,22,Blue Black,2023-03-03,800,Godrej
3350,21,Blonde,2023-03-12,750,Godrej
3351,16,Mahogany,2024-04-28,550,Schwarzkopf
3352,16,Burgundy,2023-02-02,800,BBlunt
3353,17,Mahogany,2023-10-21,750,BBlunt
3354,21,Ash Brown,2024-02-23,800,BBlunt
3355,21,Blue Black,2023-07-04,750,L’Oreal
3356,17,Blue Black,2025-02-26,850,Garnier
3357,16,Mahogany,2023-05-19,550,L’Oreal
3358,25,Burgundy,2025-02-23,750,Godrej
3359,20,Blue Black,2024-10-18,650,BBlunt
3360,20,Mahogany,2025-01-16,800,BBlunt
3361,17,Red Wine,2024-10-23,550,Schwarzkopf
3362,21,Red Wine,2024-03-06,750,Schwarzkopf
3363,24,Copper,2024-01-19,650,Streax
3364,17,Burgundy,2024-01-27,650,BBlunt
3365,25,Mahogany,2024-04-04,850,Revlon
3366,17,Copper,2024-01-22,700,Schwarzkopf
3367,18,Red Wine,2024-01-20,650,Garnier
3368,28,Burgundy,2023-03-24,600,L’Oreal
3369,22,Dark Brown,2024-11-30,550,Garnier
3370,21,Copper,2024-11-08,550,Schwarzkopf
3371,27,Dark Brown,2024-07-06,900,BBlunt
3372,23,Blonde,2023-05-17,550,Godrej
3373,23,Burgundy,2024-10-31,750,Revlon
3374,21,Ash Brown,2025-05-30,800,Schwarzkopf
3375,27,Blonde,2023-12-23,750,Garnier
3376,26,Copper,2023-05-02,600,Godrej
3377,25,Mahogany,2023-07-02,900,Schwarzkopf
3378,18,Blonde,2024-07-04,800,BBlunt
3379,18,Blonde,2024-02-07,850,Streax
3380,16,Copper,2024-06-25,650,BBlunt
3381,22,Mahogany,2023-05-11,900,BBlunt
3382,20,Mahogany,2025-01-15,750,BBlunt
3383,19,Red Wine,2023-08-17,800,Schwarzkopf
3384,25,Ash Brown,2025-05-04,650,Streax
3385,19,Mahogany,2023-01-04,800,Revlon
3386,19,Blue Black,2025-02-13,650,Revlon
3387,21,Blue Black,2023-01-24,800,Garnier
3388,23,Ash Brown,2023-11-02,750,Schwarzkopf
3389,23,Burgundy,2024-04-19,900,Streax
3390,20,Copper,2024-11-20,750,Streax
3391,21,Burgundy,2025-01-06,600,BBlunt
3392,19,Blue Black,2024-07-11,850,Revlon
3393,27,Mahogany,2024-03-10,850,Schwarzkopf
3394,26,Ash Brown,2024-06-28,700,Godrej
3395,28,Burgundy,2024-01-24,550,Revlon
3396,24,Burgundy,2025-04-23,750,Revlon
3397,23,Dark Brown,2023-08-24,750,Streax
3398,25,Copper,2023-09-11,650,Garnier
3399,27,Blonde,2024-04-16,700,Revlon
3400,25,Blue Black,2023-12-21,850,Godrej
3401,16,Mahogany,2023-06-08,750,BBlunt
3402,17,Ash Brown,2023-10-10,800,L’Oreal
3403,24,Burgundy,2023-07-13,850,Garnier
3404,23,Copper,2025-01-12,700,Godrej
3405,18,Blonde,2025-02-22,550,Garnier
3406,23,Blue Black,2023-04-26,800,Schwarzkopf
3407,27,Blue Black,2023-02-02,650,BBlunt
3408,16,Copper,2025-04-08,600,Revlon
3409,25,Dark Brown,2024-11-07,800,Schwarzkopf
3410,19,Ash Brown,2024-03-05,900,Revlon
3411,18,Burgundy,2024-09-21,850,Streax
3412,21,Ash Brown,2025-02-23,900,Godrej
3413,22,Copper,2023-01-17,550,BBlunt
3414,19,Copper,2023-09-04,800,L’Oreal
3415,22,Ash Brown,2023-07-31,700,L’Oreal
3416,24,Red Wine,2023-03-10,700,Revlon
3417,26,Blonde,2023-04-14,550,Schwarzkopf
3418,17,Blue Black,2024-08-31,850,Streax
3419,26,Red Wine,2023-02-04,700,BBlunt
3420,18,Mahogany,2024-04-02,800,BBlunt
3421,20,Blue Black,2024-09-04,600,Godrej
3422,18,Blue Black,2024-11-19,800,Schwarzkopf
3423,26,Blonde,2024-12-21,600,L’Oreal
3424,23,Mahogany,2023-02-19,700,Godrej
3425,27,Burgundy,2023-09-08,800,Garnier
3426,25,Mahogany,2025-01-28,700,BBlunt
3427,23,Burgundy,2023-02-15,850,L’Oreal
3428,23,Dark Brown,2024-02-16,600,Godrej
3429,27,Dark Brown,2024-03-25,850,Revlon
3430,27,Mahogany,2023-08-28,700,Garnier
3431,24,Ash Brown,2024-07-06,750,Godrej
3432,19,Copper,2023-08-11,650,Revlon
3433,20,Mahogany,2025-02-11,800,L’Oreal
3434,20,Red Wine,2025-03-05,750,L’Oreal
3435,23,Red Wine,2023-02-27,850,Garnier
3436,22,Blonde,2023-05-24,900,Revlon
3437,24,Copper,2024-05-30,700,BBlunt
3438,23,Copper,2023-10-24,700,Streax
3439,17,Burgundy,2023-08-28,650,Streax
3440,25,Blue Black,2025-04-15,700,L’Oreal
3441,27,Blonde,2025-01-19,650,Schwarzkopf
3442,19,Red Wine,2024-08-12,800,BBlunt
3443,21,Red Wine,2023-11-23,600,BBlunt
3444,27,Dark Brown,2024-08-14,650,Streax
3445,17,Burgundy,2024-09-04,650,Godrej
3446,22,Red Wine,2025-03-02,750,Godrej
3447,18,Red Wine,2024-11-19,700,L’Oreal
3448,28,Burgundy,2025-04-18,800,BBlunt
3449,18,Red Wine,2023-11-25,600,Godrej
3450,26,Blue Black,2023-08-31,550,Revlon
3451,17,Ash Brown,2023-11-06,850,Revlon
3452,26,Blonde,2023-05-27,650,Revlon
3453,23,Blue Black,2024-11-07,550,Revlon
3454,21,Blue Black,2024-06-17,700,BBlunt
3455,16,Ash Brown,2023-08-15,850,Revlon
3456,27,Dark Brown,2024-02-28,650,BBlunt
3457,16,Copper,2023-11-04,900,Streax
3458,22,Blonde,2023-10-09,900,L’Oreal
3459,23,Dark Brown,2023-03-04,550,L’Oreal
3460,20,Dark Brown,2024-07-24,750,Revlon
3461,27,Blue Black,2024-08-28,550,Revlon
3462,26,Red Wine,2025-01-22,850,Revlon
3463,20,Dark Brown,2023-06-29,750,L’Oreal
3464,19,Ash Brown,2024-10-03,850,Godrej
3465,21,Copper,2024-11-26,600,L’Oreal
3466,21,Blonde,2024-03-13,700,Revlon
3467,18,Mahogany,2024-07-23,900,Godrej
3468,24,Burgundy,2024-05-22,800,Godrej
3469,27,Red Wine,2023-02-18,550,Garnier
3470,26,Ash Brown,2023-12-19,650,Streax
3471,22,Burgundy,2024-10-20,850,BBlunt
3472,16,Copper,2024-11-18,850,Streax
3473,28,Copper,2024-01-26,700,Revlon
3474,22,Mahogany,2025-03-15,550,BBlunt
3475,20,Dark Brown,2024-06-21,650,Garnier
3476,20,Blue Black,2023-11-23,650,BBlunt
